id,hash_mode,speed,accel,loops,thr,vec
271,16900 (Ansible Vault) [Iterations: 9999],912.1 kH/s (56.84ms),16,512,512,1
272,17010 (GPG (AES-128/AES-256 (SHA-1($pass)))) [Iterations: 65536],26834.4 kH/s (62.56ms),64,65536,256,1
273,17200 (PKZIP (Compressed)),7543.5 MH/s (15.85ms),29,1024,32,1
274,17210 (PKZIP (Uncompressed)),8634.4 MH/s (30.89ms),512,64,64,1
275,17220 (PKZIP (Compressed Multi-File)),50015.3 MH/s (42.57ms),1024,512,32,1
276,17225 (PKZIP (Mixed Multi-File)),55798.1 MH/s (76.40ms),1024,1024,32,1
277,17230 (PKZIP (Mixed Multi-File Checksum-Only)),64666.3 MH/s (33.03ms),256,1024,64,1
278,17300 (SHA3-224),5054.9 MH/s (52.93ms),8,512,512,1
279,17400 (SHA3-256),5058.7 MH/s (52.90ms),8,1024,256,1
280,17500 (SHA3-384),5051.1 MH/s (52.98ms),4,1024,512,1
281,17600 (SHA3-512),5056.8 MH/s (52.91ms),8,512,512,1
282,17700 (Keccak-224),5051.5 MH/s (52.97ms),8,512,512,1
283,17800 (Keccak-256),5059.0 MH/s (52.89ms),16,512,256,1
284,17900 (Keccak-384),5042.5 MH/s (53.07ms),4,1024,512,1
285,18000 (Keccak-512),5045.0 MH/s (53.04ms),8,512,512,1
286,18100 (TOTP (HMAC-SHA1)),10364.1 MH/s (51.63ms),128,1024,32,1
287,"18200 (Kerberos 5, etype 23, AS-REP)",3564.1 MH/s (75.11ms),256,256,32,1
288,18300 (Apple File System (APFS)) [Iterations: 19999],457.5 kH/s (57.03ms),16,512,512,1
289,"18400 (Open Document Format (ODF) 1.2 (SHA-256, AES)) [Iterations: 99999]",107.1 kH/s (49.99ms),8,1024,512,1
290,18500 (sha1(md5(md5($pass)))),19462.1 MH/s (54.98ms),8,1024,1024,1
291,"18600 (Open Document Format (ODF) 1.1 (SHA-1, Blowfish)) [Iterations: 1023]",5515.0 kH/s (25.88ms),32,1023,64,1
292,18700 (Java Object hashCode()),1611.9 GH/s (2.53ms),512,1024,64,8
293,"18800 (Blockchain, My Wallet, Second Password (SHA256)) [Iterations: 9999]",1824.8 kH/s (56.94ms),8,1024,1024,1
294,18900 (Android Backup) [Iterations: 9999],1064.2 kH/s (48.80ms),8,1024,512,1
295,19000 (QNX /etc/shadow (MD5)) [Iterations: 1000],114.7 MH/s (10.06ms),256,1000,64,1
296,19100 (QNX /etc/shadow (SHA256)) [Iterations: 1000],70676.6 kH/s (21.01ms),128,1000,128,1
297,19200 (QNX /etc/shadow (SHA512)) [Iterations: 1000],49357.5 kH/s (14.90ms),256,1000,32,1
298,19300 (sha1($salt1.$pass.$salt2)),6916.3 MH/s (77.43ms),16,1024,256,1
299,19500 (Ruby on Rails Restful-Authentication),384.2 MH/s (87.15ms),32,128,64,1
300,"19600 (Kerberos 5, etype 17, TGS-REP) [Iterations: 4095]",5100.2 kH/s (49.92ms),16,1024,512,1
301,"19700 (Kerberos 5, etype 18, TGS-REP) [Iterations: 4095]",2562.9 kH/s (50.25ms),32,512,256,1
302,"19800 (Kerberos 5, etype 17, Pre-Auth) [Iterations: 4095]",5135.3 kH/s (49.57ms),16,1024,512,1
303,"19900 (Kerberos 5, etype 18, Pre-Auth) [Iterations: 4095]",2571.6 kH/s (49.80ms),8,1024,512,1
304,20011 (DiskCryptor SHA512 + XTS 512 bit) [Iterations: 999],2835.3 kH/s (71.47ms),32,124,512,1
305,20012 (DiskCryptor SHA512 + XTS 1024 bit) [Iterations: 999],1364.4 kH/s (69.76ms),16,124,512,1
306,20013 (DiskCryptor SHA512 + XTS 1536 bit) [Iterations: 999],888.8 kH/s (52.55ms),8,124,512,1
307,20200 (Python passlib pbkdf2-sha512) [Iterations: 24999],130.1 kH/s (82.03ms),8,512,512,1
308,20300 (Python passlib pbkdf2-sha256) [Iterations: 28999],297.0 kH/s (61.74ms),16,512,512,1
309,20400 (Python passlib pbkdf2-sha1) [Iterations: 130999],164.1 kH/s (49.79ms),16,1024,512,1
310,20500 (PKZIP Master Key),574.5 GH/s (7.32ms),64,1024,512,1
311,20510 (PKZIP Master Key (6 byte optimization)),130.0 GH/s (32.84ms),512,1024,64,1
312,20600 (Oracle Transportation Management (SHA256)) [Iterations: 999],17107.2 kH/s (56.72ms),8,999,1024,1
313,20710 (sha256(sha256($pass).$salt)),6002.3 MH/s (89.24ms),16,1024,256,1
314,20711 (AuthMe sha256),6002.5 MH/s (89.24ms),16,1024,256,1
315,20720 (sha256($salt.sha256($pass))),5458.9 MH/s (49.01ms),4,1024,512,1
316,20800 (sha256(md5($pass))),17211.7 MH/s (62.19ms),8,1024,1024,1
317,20900 (md5(sha1($pass).md5($pass).sha1($pass))),16286.0 MH/s (65.73ms),16,1024,512,1
318,21000 (BitShares v0.x - sha512(sha512_bin(pass))),3527.7 MH/s (75.85ms),64,128,256,1
319,21100 (sha1(md5($pass.$salt))),28247.5 MH/s (75.71ms),64,512,512,1
320,21200 (md5(sha1($salt).md5($pass))),36137.6 MH/s (59.20ms),64,1024,256,1
321,21300 (md5($salt.sha1($salt.$pass))),21077.7 MH/s (50.76ms),256,1024,32,1
322,21400 (sha256(sha256_bin($pass))),9985.1 MH/s (53.59ms),4,1024,1024,1
323,21420 (sha256($salt.sha256_bin($pass))),5463.8 MH/s (48.96ms),8,512,512,1
324,21500 (SolarWinds Orion) [Iterations: 999],397.2 kH/s (78.31ms),32,15,512,1
325,21501 (SolarWinds Orion v2) [Iterations: 999],394.9 kH/s (76.56ms),64,62,64,1
326,21600 (Web2py pbkdf2-sha512) [Iterations: 999],3135.4 kH/s (53.78ms),8,499,512,1
327,21700 (Electrum Wallet (Salt-Type 4)) [Iterations: 1023],1908.0 kH/s (81.80ms),4,1023,512,1
328,21800 (Electrum Wallet (Salt-Type 5)) [Iterations: 1023],1887.6 kH/s (85.41ms),64,1023,32,1
329,22000 (WPA-PBKDF2-PMKID+EAPOL) [Iterations: 4095],2533.3 kH/s (50.73ms),128,1024,32,1
330,22001 (WPA-PMK-PMKID+EAPOL) [Iterations: 0],275.3 MH/s (0.00ms),128,1024,256,1
331,22100 (BitLocker) [Iterations: 1048576],10025 H/s (50.98ms),128,4096,1024,1
332,22200 (Citrix NetScaler (SHA512)),7323.8 MH/s (73.10ms),16,512,512,1
333,22300 (sha256($salt.$pass.$salt)),18751.8 MH/s (57.05ms),32,1024,256,1
334,22301 (Telegram Mobile App Passcode (SHA256)),19001.8 MH/s (56.31ms),8,1024,1024,1
335,22400 (AES Crypt (SHA256)) [Iterations: 8191],2111.5 kH/s (60.98ms),512,512,32,1
336,22500 (MultiBit Classic .key (MD5)),5307.6 MH/s (50.41ms),32,512,128,1
337,22600 (Telegram Desktop < v2.1.14 (PBKDF2-HMAC-SHA1)) [Iterations: 3999],760.7 kH/s (85.47ms),16,256,512,1
338,22700 (MultiBit HD (scrypt)) [Iterations: 16384],7156 H/s (29.16ms),128,1024,32,1
339,22911 (RSA/DSA/EC/OpenSSH Private Keys ($0$)),4382.6 MH/s (61.07ms),128,512,32,1
340,22921 (RSA/DSA/EC/OpenSSH Private Keys ($6$)),15080.4 MH/s (70.99ms),64,1024,128,1
341,"22931 (RSA/DSA/EC/OpenSSH Private Keys ($1, $3$))",7364.8 MH/s (72.66ms),256,256,64,1
342,22941 (RSA/DSA/EC/OpenSSH Private Keys ($4$)),6132.9 MH/s (87.32ms),32,512,256,1
343,22951 (RSA/DSA/EC/OpenSSH Private Keys ($5$)),5041.6 MH/s (53.07ms),64,512,64,1
344,23001 (SecureZIP AES-128),7343.0 MH/s (72.89ms),32,512,256,1
345,23002 (SecureZIP AES-192),5585.4 MH/s (47.88ms),8,1024,256,1
346,23003 (SecureZIP AES-256),4597.2 MH/s (58.20ms),16,512,256,1
347,23100 (Apple Keychain) [Iterations: 999],10227.9 kH/s (39.11ms),32,249,512,1
348,23200 (XMPP SCRAM PBKDF2-SHA1) [Iterations: 4095],5110.7 kH/s (49.63ms),16,1024,512,1
349,23300 (Apple iWork) [Iterations: 3999],5268.1 kH/s (48.42ms),16,1024,512,1
350,23400 (Bitwarden) [Iterations: 99999],92022 H/s (58.21ms),8,1024,512,1
351,23500 (AxCrypt 2 AES-128) [Iterations: 999],469.1 kH/s (46.13ms),4,999,512,1
352,23600 (AxCrypt 2 AES-256) [Iterations: 999],220.4 kH/s (98.66ms),4,999,512,1
353,23700 (RAR3-p (Uncompressed)) [Iterations: 262144],258.7 kH/s (54.83ms),8,16384,512,1
354,23800 (RAR3-p (Compressed)) [Iterations: 262144],53768 H/s (54.60ms),8,16384,512,1
355,23900 (BestCrypt v3 Volume Encryption) [Iterations: 1],14264.8 kH/s (66.48ms),256,1,32,1
356,24100 (MongoDB ServerKey SCRAM-SHA-1) [Iterations: 9999],2125.4 kH/s (48.75ms),16,1024,512,1
357,24200 (MongoDB ServerKey SCRAM-SHA-256) [Iterations: 14999],610.2 kH/s (56.99ms),16,512,512,1
358,24300 (sha1($salt.sha1($pass.$salt))),18810.8 MH/s (56.89ms),16,1024,512,1
359,24410 (PKCS#8 Private Keys (PBKDF2-HMAC-SHA1 + 3DES/AES)) [Iterations: 2047],5034.5 kH/s (50.33ms),32,512,256,1
360,24420 (PKCS#8 Private Keys (PBKDF2-HMAC-SHA256 + 3DES/AES)) [Iterations: 2047],4057.1 kH/s (62.02ms),16,512,512,1
361,24500 (Telegram Desktop >= v2.1.14 (PBKDF2-HMAC-SHA512)) [Iterations: 99999],11099 H/s (60.37ms),128,1024,512,1
362,24600 (SQLCipher) [Iterations: 63999],167.0 kH/s (49.67ms),8,1024,512,1
363,24700 (Stuffit5),57033.3 MH/s (75.00ms),1024,1024,32,1
364,24800 (Umbraco HMAC-SHA1),10784.6 MH/s (49.60ms),32,512,256,1
365,24900 (Dahua Authentication MD5),85504.5 MH/s (49.98ms),32,1024,1024,1
366,25000 (SNMPv3 HMAC-MD5-96/HMAC-SHA1-96) [Iterations: 1048576],1323.5 kH/s (22.08ms),8,131072,256,1
367,25100 (SNMPv3 HMAC-MD5-96) [Iterations: 1048576],3996.5 kH/s (29.27ms),256,131072,32,1
368,25200 (SNMPv3 HMAC-SHA1-96) [Iterations: 1048576],1998.2 kH/s (29.58ms),64,131072,64,1
369,25300 (MS Office 2016 - SheetProtection) [Iterations: 100000],68830 H/s (77.82ms),8,512,1024,1
370,25400 (PDF 1.4 - 1.6 (Acrobat 5 - 8) - user and owner pass) [Iterations: 70],120.2 MH/s (22.00ms),1024,70,32,1
371,25500 (Stargazer Stellar Wallet XLM) [Iterations: 4095],2075.5 kH/s (62.18ms),16,512,512,1
372,25600 (bcrypt(md5($pass)) / bcryptmd5) [Iterations: 32],191.2 kH/s (48.16ms),4,32,24,1
373,25700 (MurmurHash),643.7 GH/s (6.53ms),1024,1024,32,1
374,25800 (bcrypt(sha1($pass)) / bcryptsha1) [Iterations: 32],189.7 kH/s (48.17ms),4,32,24,1
375,25900 (KNX IP Secure - Device Authentication Code) [Iterations: 65535],139.6 kH/s (58.44ms),32,256,512,1
376,26000 (Mozilla key3.db),1325.1 MH/s (50.47ms),32,512,32,1
377,26100 (Mozilla key4.db) [Iterations: 9999],854.2 kH/s (60.90ms),8,1024,512,1
378,26200 (OpenEdge Progress Encode),259.5 MH/s (64.49ms),4,64,512,1
379,26300 (FortiGate256 (FortiOS256)),15521.9 MH/s (68.98ms),32,1024,256,1
380,"26401 (AES-128-ECB NOKDF (PT = $salt, key = $pass))",21900.7 MH/s (97.70ms),256,512,128,1
381,"26402 (AES-192-ECB NOKDF (PT = $salt, key = $pass))",18518.5 MH/s (57.79ms),16,1024,512,1
382,"26403 (AES-256-ECB NOKDF (PT = $salt, key = $pass))",15400.0 MH/s (69.52ms),8,1024,1024,1
383,26500 (iPhone passcode (UID key + System Keybag)) [Iterations: 50000],226.3 kH/s (94.64ms),32,512,512,1
384,26600 (MetaMask Wallet) [Iterations: 9999],847.2 kH/s (60.87ms),8,512,1024,1
385,26700 (SNMPv3 HMAC-SHA224-128) [Iterations: 1048576],990.5 kH/s (63.06ms),8,131072,512,1
386,26800 (SNMPv3 HMAC-SHA256-192) [Iterations: 1048576],987.3 kH/s (63.27ms),8,131072,512,1
387,26900 (SNMPv3 HMAC-SHA384-256) [Iterations: 1048576],743.6 kH/s (82.73ms),4,262144,512,1
388,27000 (NetNTLMv1 / NetNTLMv1+ESS (NT)) [Iterations: 0],318.0 MH/s (0.00ms),64,1024,512,1
389,27100 (NetNTLMv2 (NT)) [Iterations: 0],310.9 MH/s (0.00ms),64,1024,512,1
390,"27200 (Ruby on Rails Restful Auth (one round, no sitekey))",46565.0 MH/s (91.89ms),64,1024,512,1
391,27300 (SNMPv3 HMAC-SHA512-384) [Iterations: 1048576],740.7 kH/s (83.08ms),4,262144,512,1
392,27400 (VMware VMX (PBKDF2-HMAC-SHA1 + AES-256-CBC)) [Iterations: 9999],1059.9 kH/s (48.90ms),8,1024,512,1
393,27500 (VirtualBox (PBKDF2-HMAC-SHA256 & AES-128-XTS)) [Iterations: 259999],30676 H/s (62.30ms),16,512,512,1
394,27600 (VirtualBox (PBKDF2-HMAC-SHA256 & AES-256-XTS)) [Iterations: 159999],23143 H/s (64.24ms),4,512,1024,1
395,27700 (MultiBit Classic .wallet (scrypt)) [Iterations: 16384],7107 H/s (28.89ms),128,1024,32,1
396,27800 (MurmurHash3),584.1 GH/s (7.21ms),1024,1024,32,1
397,27900 (CRC32C),42171.5 MH/s (50.70ms),16,1024,1024,1
398,28000 (CRC64Jones),237.2 GH/s (17.92ms),64,1024,512,1
399,28100 (Windows Hello PIN/Password) [Iterations: 9999],855.5 kH/s (60.78ms),16,512,512,1
400,28200 (Exodus Desktop Wallet (scrypt)) [Iterations: 16384],7078 H/s (29.05ms),128,1024,32,1
401,28300 (Teamspeak 3 (channel hash)),8597.9 MH/s (62.25ms),32,512,256,1
402,28400 (bcrypt(sha512($pass)) / bcryptsha512) [Iterations: 4096],1974 H/s (48.07ms),1,128,24,1
403,"28501 (Bitcoin WIF private key (P2PKH), compressed)",302.2 GH/s (3.34ms),32,1024,256,1
404,"28502 (Bitcoin WIF private key (P2PKH), uncompressed)",375.4 GH/s (2.68ms),32,1024,256,1
405,"28503 (Bitcoin WIF private key (P2WPKH, Bech32), compressed)",319.4 GH/s (3.22ms),128,1024,64,1
406,"28504 (Bitcoin WIF private key (P2WPKH, Bech32), uncompressed)",379.5 GH/s (2.68ms),32,1024,256,1
407,"28505 (Bitcoin WIF private key (P2SH(P2WPKH)), compressed)",269.7 GH/s (3.32ms),32,1024,256,1
408,"28506 (Bitcoin WIF private key (P2SH(P2WPKH)), uncompressed)",384.2 GH/s (2.09ms),128,1024,64,1
409,28600 (PostgreSQL SCRAM-SHA-256) [Iterations: 4095],2212.3 kH/s (58.15ms),8,1024,512,1
410,28700 (Amazon AWS4-HMAC-SHA256),701.8 MH/s (95.40ms),8,128,512,1
411,"28800 (Kerberos 5, etype 17, DB) [Iterations: 4095]",4844.3 kH/s (52.70ms),16,1024,512,1
412,"28900 (Kerberos 5, etype 18, DB) [Iterations: 4095]",2576.2 kH/s (49.79ms),8,1024,512,1
413,29000 (sha1($salt.sha1(utf16le($username).':'.utf16le($pass)))),16680.0 MH/s (64.17ms),32,1024,256,1
414,29100 (Flask Session Cookie ($salt.$salt.$pass)),2809.4 MH/s (47.60ms),64,128,128,1
415,29200 (Radmin3),3560.3 kH/s (73.46ms),1,8,256,1
416,29311 (TrueCrypt RIPEMD160 + XTS 512 bit) [Iterations: 1999],1944.4 kH/s (60.99ms),256,1024,1024,1
417,29312 (TrueCrypt RIPEMD160 + XTS 1024 bit) [Iterations: 1999],1053.3 kH/s (53.51ms),256,512,1024,1
418,29313 (TrueCrypt RIPEMD160 + XTS 1536 bit) [Iterations: 1999],724.4 kH/s (76.24ms),256,512,1024,1
419,29321 (TrueCrypt SHA512 + XTS 512 bit) [Iterations: 999],2821.6 kH/s (53.66ms),1024,499,512,1
420,29322 (TrueCrypt SHA512 + XTS 1024 bit) [Iterations: 999],1364.6 kH/s (52.46ms),512,499,512,1
421,29323 (TrueCrypt SHA512 + XTS 1536 bit) [Iterations: 999],893.7 kH/s (39.24ms),256,499,512,1
422,29331 (TrueCrypt Whirlpool + XTS 512 bit) [Iterations: 999],387.6 kH/s (66.00ms),512,249,256,1
423,29332 (TrueCrypt Whirlpool + XTS 1024 bit) [Iterations: 999],192.9 kH/s (65.91ms),256,249,256,1
424,29333 (TrueCrypt Whirlpool + XTS 1536 bit) [Iterations: 999],128.2 kH/s (54.99ms),256,124,256,1
425,29341 (TrueCrypt RIPEMD160 + XTS 512 bit + boot-mode) [Iterations: 999],3561.9 kH/s (40.85ms),512,499,1024,1
426,29342 (TrueCrypt RIPEMD160 + XTS 1024 bit + boot-mode) [Iterations: 999],1849.0 kH/s (43.01ms),512,249,1024,1
427,29343 (TrueCrypt RIPEMD160 + XTS 1536 bit + boot-mode) [Iterations: 999],1246.0 kH/s (51.15ms),256,499,1024,1
428,29411 (VeraCrypt RIPEMD160 + XTS 512 bit) [Iterations: 655330],6587 H/s (30.28ms),512,500,1024,1
429,29412 (VeraCrypt RIPEMD160 + XTS 1024 bit) [Iterations: 655330],3771 H/s (26.45ms),256,500,1024,1
430,29413 (VeraCrypt RIPEMD160 + XTS 1536 bit) [Iterations: 655330],2639 H/s (37.79ms),512,250,1024,1
431,29421 (VeraCrypt SHA512 + XTS 512 bit) [Iterations: 499999],6432 H/s (40.66ms),1024,1000,256,1
432,29422 (VeraCrypt SHA512 + XTS 1024 bit) [Iterations: 499999],3230 H/s (40.49ms),256,1000,512,1
433,29423 (VeraCrypt SHA512 + XTS 1536 bit) [Iterations: 499999],2198 H/s (29.73ms),128,1000,512,1
434,29431 (VeraCrypt Whirlpool + XTS 512 bit) [Iterations: 499999],776 H/s (42.15ms),512,500,128,1
435,29432 (VeraCrypt Whirlpool + XTS 1024 bit) [Iterations: 499999],386 H/s (42.37ms),512,250,128,1
436,29433 (VeraCrypt Whirlpool + XTS 1536 bit) [Iterations: 499999],258 H/s (31.65ms),128,250,256,1
437,29441 (VeraCrypt RIPEMD160 + XTS 512 bit + boot-mode) [Iterations: 327660],13233 H/s (30.86ms),512,512,1024,1
438,29442 (VeraCrypt RIPEMD160 + XTS 1024 bit + boot-mode) [Iterations: 327660],7554 H/s (27.04ms),256,512,1024,1
439,29443 (VeraCrypt RIPEMD160 + XTS 1536 bit + boot-mode) [Iterations: 327660],5298 H/s (38.56ms),256,512,1024,1
440,29451 (VeraCrypt SHA256 + XTS 512 bit) [Iterations: 499999],9066 H/s (28.83ms),512,1000,512,1
441,29452 (VeraCrypt SHA256 + XTS 1024 bit) [Iterations: 499999],4545 H/s (28.77ms),256,1000,512,1
442,29453 (VeraCrypt SHA256 + XTS 1536 bit) [Iterations: 499999],3036 H/s (43.09ms),256,1000,512,1
443,29461 (VeraCrypt SHA256 + XTS 512 bit + boot-mode) [Iterations: 199999],22670 H/s (29.52ms),512,1024,512,1
444,29462 (VeraCrypt SHA256 + XTS 1024 bit + boot-mode) [Iterations: 199999],11365 H/s (29.45ms),256,1024,512,1
445,29463 (VeraCrypt SHA256 + XTS 1536 bit + boot-mode) [Iterations: 199999],7586 H/s (44.15ms),256,1024,512,1
446,29471 (VeraCrypt Streebog-512 + XTS 512 bit) [Iterations: 499999],306 H/s (26.70ms),128,250,256,1
447,29472 (VeraCrypt Streebog-512 + XTS 1024 bit) [Iterations: 499999],150 H/s (27.26ms),128,125,256,1
448,29473 (VeraCrypt Streebog-512 + XTS 1536 bit) [Iterations: 499999],102 H/s (39.91ms),128,125,256,1
449,29481 (VeraCrypt Streebog-512 + XTS 512 bit + boot-mode) [Iterations: 199999],753 H/s (27.73ms),128,256,256,1
450,29482 (VeraCrypt Streebog-512 + XTS 1024 bit + boot-mode) [Iterations: 199999],384 H/s (27.21ms),128,128,256,1
451,29483 (VeraCrypt Streebog-512 + XTS 1536 bit + boot-mode) [Iterations: 199999],256 H/s (40.82ms),128,128,256,1
452,29511 (LUKS v1 SHA-1 + AES) [Iterations: 151350],140.6 kH/s (50.28ms),32,1024,256,1
453,29512 (LUKS v1 SHA-1 + Serpent) [Iterations: 152379],69793 H/s (50.30ms),16,1024,256,1
454,29513 (LUKS v1 SHA-1 + Twofish) [Iterations: 151350],70293 H/s (50.30ms),8,1024,512,1
455,29521 (LUKS v1 SHA-256 + AES) [Iterations: 92179],93025 H/s (62.39ms),4,1024,1024,1
456,29522 (LUKS v1 SHA-256 + Serpent) [Iterations: 92560],46282 H/s (62.43ms),4,512,1024,1
457,29523 (LUKS v1 SHA-256 + Twofish) [Iterations: 92560],92639 H/s (62.42ms),4,1024,1024,1
458,29531 (LUKS v1 SHA-512 + AES) [Iterations: 71793],46301 H/s (80.54ms),4,1024,512,1
459,29532 (LUKS v1 SHA-512 + Serpent) [Iterations: 71793],46284 H/s (80.58ms),4,1024,512,1
460,29533 (LUKS v1 SHA-512 + Twofish) [Iterations: 72256],45565 H/s (81.31ms),4,1024,512,1
461,29541 (LUKS v1 RIPEMD-160 + AES) [Iterations: 106665],82297 H/s (60.94ms),8,512,1024,1
462,29542 (LUKS v1 RIPEMD-160 + Serpent) [Iterations: 107690],81526 H/s (60.94ms),8,512,1024,1
463,29543 (LUKS v1 RIPEMD-160 + Twofish) [Iterations: 107690],163.1 kH/s (60.91ms),8,1024,1024,1
464,29600 (Terra Station Wallet (AES256-CBC(PBKDF2($pass)))) [Iterations: 99],70117.1 kH/s (19.78ms),256,99,64,1
465,29700 (KeePass 1 (AES/Twofish) and KeePass 2 (AES) - keyfile only mode) [Iterations: 60000],133.1 kH/s (67.00ms),64,256,256,1
466,30000 (Python Werkzeug MD5 (HMAC-MD5 (key = $salt))),55627.6 MH/s (76.89ms),128,1024,256,1
467,30120 (Python Werkzeug SHA256 (HMAC-SHA256 (key = $salt))),9349.1 MH/s (57.20ms),32,256,512,1
468,99999 (Plaintext),265.3 GH/s (15.96ms),128,1024,256,1
